vip,title,year,kms,city,province,transmission,price
28348974,2021 Hyundai Kona Preferred | Heated Features | Apple Car Play | No Accidents,2021,12556.0,Cambridge,ON,Automatic,40880.0
29205124,2020 Hyundai Kona Preferred,2020,39202.0,Kanata,ON,Automatic,26888.0
29625027,2020 Hyundai Kona Ultimate,2020,17112.0,-,MB,Automatic,34000.0
29353686,2018 Hyundai Kona Preferred,2018,34173.0,Valleyfield,QC,Automatic,20995.0
29509838,2019 Hyundai Kona 2.0L Preferred FWD,2019,61192.0,Boucherville,QC,Automatic,20888.0
29627378,2019 Hyundai Kona,2019,49474.0,-,MB,,28500.0
29628725,2019 Hyundai Kona,2019,32000.0,Albanel,QC,Automatic,26000.0
29519435,2019 Hyundai Kona Preferred,2019,98232.0,Sherwood Park,AB,Automatic,24907.0
26089392,2021 Hyundai Kona Ultimate AWD,2021,20455.0,Montreal,QC,Automatic,32995.0
29149388,2021 Hyundai Kona SEL Plus Sport Utility 4D,2021,89000.0,-,NS,Automatic,25999.0
28281836,2021 Hyundai Kona Preferred CARPLAY | CAMÉRA | 8 ROUES | BAS KM!,2021,38870.0,Boisbriand,QC,Automatic,37395.0
29583460,2019 Hyundai Kona Prefered AWD Auto AC Cam,2019,99509.0,Gatineau,QC,Automatic,21495.0
29622922,2020 Hyundai Kona 2.0L Luxury AWD,2020,102040.0,Chambly,QC,Automatic,22999.0
29089373,2020 Hyundai Kona Pneus hiver inclus *,2020,58000.0,Saint-Bruno,QC,Automatic,35928.0
29619078,2020 Hyundai Kona Ultimate AWD (Just In),2020,125825.0,Saskatoon,SK,Automatic,28900.0
28025165,2023 Hyundai Kona SE,2023,0.0,Winnipeg,MB,Automatic,26968.0
29622634,2019 Hyundai Kona ESSENTIAL! HEATED SEATS! KEYLESS ENTRY! CARPLAY!,2019,200911.0,Moncton,NB,Automatic,16775.0
29618811,2020 Hyundai Kona Ultimate,2020,40000.0,-,AB,Automatic,28000.0
29575380,2023 Hyundai Kona 1.6T N Line,2023,2497.0,Calgary,AB,Automatic,35588.0
29473780,"2019 Hyundai Kona SE,AWD,Blind Spot,Camera,Bluetooth,Heated Seats*No Accident*Certified*",2019,166214.0,Mississauga,ON,Automatic,18988.0
28587133,2022 Hyundai Kona Preferred,2022,22753.0,Red Deer,AB,,45985.0
28448869,2023 Hyundai Kona N,2023,20.0,Pierrefonds,QC,Automatic,43495.0
29605350,2023 Hyundai Kona Essential,2023,4875.0,Mirabel,QC,Automatic,25700.0
29531148,"2020 Hyundai Kona LUXURY; AWD, LEATHER, SUNROOF, APPLE CAR PLAY, ANDROID AUTO, SMART KEY, HEATED SEATS/WHEEL, BLIND SPOT MONITOR",2020,51523.0,Edmonton,AB,Automatic,29697.0
29614049,2023 Hyundai Kona N LINE,2023,6672.0,Mississauga,ON,Automatic,33995.0
29613419,2022 Hyundai Kona SEL AIR CLIMATISE CAMERA DE RECUL CRUISE BLUETOOTH,2022,35343.0,Laval,QC,Automatic,40888.0
29500746,2020 Hyundai Kona HEATED SEATS AND STEERING WHEEL | CARPLAY,2020,25517.0,Halifax,NS,Automatic,24990.0
29606603,2020 Hyundai Kona AWD ESSENTIAL,2020,44424.0,Edmonton,AB,Automatic,27999.0
29561566,2020 Hyundai Kona Trend,2020,35505.0,Mississauga,ON,Automatic,27895.0
29256322,2020 Hyundai Kona PREFERRED | NO ACCIDENT | HEATED SEATS | RATES FROM 3.99%,2020,38523.0,Ajax,ON,Automatic,27888.0
29115096,2021 Hyundai Kona Preferred 2.0L AWD | HEATED SEATS | BLIND SPOT |S,2021,73669.0,Guelph,ON,Automatic,27998.0
29608443,2019 Hyundai Kona Trend AWD 1.6T,2019,58606.0,Saint-Hyacinthe,QC,Automatic,24495.0
29579767,2020 Hyundai Kona AWD,2020,33900.0,Debert,NS,Automatic,12800.0
29572033,"2020 Hyundai Kona 1.6T,TREND, AWD,2TONS,VGA QC,ACCIDENTÉ DEVANT",2020,72027.0,Notre-Dame-des-Pins,QC,Automatic,12495.0
29484603,2018 Hyundai Kona TREND LIMITED AWD ** GARANTIE 10 ANS **,2018,107550.0,Shawinigan,QC,Automatic,20978.0
29603084,"2023 Hyundai Kona Essential FWD: INCOMING UNIT, AVAILABLE FOR PURCHASE",2023,0.0,Spruce Grove,AB,Automatic,28898.0
29591473,2022 Hyundai Kona 1.6T N LINE AWD INTÉRIEUR NOIR BRODERIE ROUGE,2022,14495.0,Brossard,QC,Automatic,32495.0
29502605,"2019 Hyundai Kona Preferred w/ Apple CarPlay & Android Auto, Cruise Control",2019,92842.0,Bedford,NS,Automatic,21590.0
29596120,2019 Hyundai Kona Preferred,2019,53987.0,Kanata,ON,Automatic,25888.0
28406927,"2021 Hyundai Kona Preferred, CarPlay + Android, Heated Seats, Blind Spot + Rear Traffic Alert, Rear Camera and More!",2021,60900.0,Guelph,ON,Automatic,37588.0
29496757,2018 Hyundai Kona GREAT KM'S SE-EDITION 5 PASSENGER 2.0L - DOHC.. DRIVE-MODE-PACKAGE.. HEATED SEATS.. BACK-UP CAMERA.. BLUETOOTH SYSTEM.. KEYLESS,2018,86000.0,Bradford,ON,Automatic,24995.0
29583642,2021 Hyundai Kona Ultimate 1.6T à Traction INTÉGRALE,2021,49223.0,Val David,QC,Automatic,31990.0
29583770,2022 Hyundai Kona 2.0L Preferred AWD,2022,76023.0,Chambly,QC,Automatic,29999.0
29560167,2020 Hyundai Kona Trend,2020,48500.0,-,AB,Automatic,28900.0
29594286,2021 Hyundai Kona TREND! HEATEDSEATS! KEYLESSENTRY! HEATEDSTEERING!,2021,12291.0,Moncton,NB,Automatic,32112.0
29576469,2020 Hyundai Kona PRIVILÉGIÉ CAMERA DE RECUL MAGS,2020,15856.0,Mirabel,QC,Automatic,24344.0
23816565,2022 Hyundai Kona 2.0T FWD,2022,0.0,Winnipeg,MB,Automatic,44168.0
29576031,2019 Hyundai Kona Preferred,2019,39496.0,Kanata,ON,Automatic,23888.0
29388947,2021 Hyundai Kona 1.6T Ultimate AWD,2021,20872.0,"RIMOUSKI,",QC,Automatic,31495.0
28857915,2020 Hyundai Kona ULTIMATE | HUD | SUNROOF | LEATHER | NAVIGATION,2020,91373.0,Ottawa,ON,Automatic,41228.0
29584209,2023 Hyundai Kona N/TURBO/LEATHER/NAV/SUNROOF/BACKUPCAM,2023,0.0,Edmonton,AB,Automatic,44999.0
29575573,2023 Hyundai Kona N LINE TWO TONE,2023,0.0,Edmonton,AB,Automatic,35251.0
29583860,2023 Hyundai Kona N Line,2023,0.0,Edmonton,AB,Automatic,40974.0
29575586,2023 Hyundai Kona PREFERRED 2.0L AWD,2023,0.0,Edmonton,AB,Automatic,31751.0
