vip,title,year,kms,city,province,transmission,price
28889397,2019 Chevrolet Colorado 4WD Crew Cab,2019,145840.0,Edmonton,AB,Automatic,29999.0
28414221,2016 Chevrolet Colorado Z71|4WD|V6|CREWCAB|NAV|BOSE|LEATHER|BEDLINER|SXM|+,2016,206666.0,North York,ON,Automatic,26987.0
29435153,2023 Chevrolet Colorado Z71,2023,0.0,Hebbville,NS,Automatic,56133.0
29478828,2021 Chevrolet Colorado WT,2021,39500.0,Lacombe,AB,Automatic,39500.0
27836610,2019 Chevrolet Colorado WT CREW CAB BTE 5.5 MAG17 ACCIDENTÉ VGA,2019,64483.0,Notre-Dame-des-Pins,QC,Automatic,14995.0
29457166,2007 Chevrolet Colorado LT Z85,2007,129704.0,Drummondville,QC,Manual,8531.0
26023695,2018 Chevrolet Colorado LT,2018,94357.0,Saint John's,NB,,38995.0
29346229,2009 Chevrolet Colorado LT,2009,167118.0,Toronto,ON,Automatic,14999.0
29478705,2005 Chevrolet Colorado,2005,223000.0,-,NS,,6500.0
28985005,"2010 Chevrolet Colorado Comes with Alloy wheels,5 cyclinders,Rear wheel drive and much more",2010,263216.0,Scarborough,ON,Automatic,7990.0
28917366,2023 Chevrolet Colorado Trail Boss,2023,0.0,Calgary,AB,Automatic,49882.0
23879569,2021 Chevrolet Colorado 4WD Work Truck,2021,18765.0,Saint John,NB,Automatic,39995.0
24991708,2016 Chevrolet Colorado Z71 Midnight | 3.6L Ext | New Tires | Tow Pkg |,2016,117496.0,St Catharines,ON,Automatic,31995.0
25409114,"2022 Chevrolet Colorado 4WD ZR2, ALU-CAB, V6, CANOPY CAMPER, GOOSEGEAR !!!",2022,10.0,Victoriaville,QC,Automatic,69995.0
24558901,2017 Chevrolet Colorado WT,2017,129391.0,Sarnia,ON,Automatic,29887.0
24675724,2016 Chevrolet Colorado LT,2016,93958.0,Melfort,SK,Automatic,34900.0
29468190,2006 Chevrolet Colorado,2006,185000.0,-,MB,,2900.0
29465864,2023 Chevrolet Colorado Trail Boss,2023,0.0,Fort Macleod,AB,Automatic,51698.0
29464635,2020 Chevrolet Colorado LT,2020,28768.0,Calgary,AB,Automatic,28900.0
28827796,2019 Chevrolet Colorado Z71,2019,83147.0,Ottawa,ON,Automatic,37500.0
29343760,2022 Chevrolet Colorado Z71,2022,29625.0,Calgary,AB,Automatic,50990.0
29431109,2011 Chevrolet Colorado Cabine allongée 2 RM 125.9 po LT avec 1SA,2011,94000.0,Saint-Jean-Sur-Richelieu,QC,Automatic,11997.0
29286276,2009 Chevrolet Colorado 4 CYLINDER-ONLY 90000KM-NEW TIRES-BRAKES-CERTIFIED,2009,90000.0,Toronto,ON,Automatic,10900.0
29464249,2017 Chevrolet Colorado 4C,2017,198899.0,Calgary,AB,Automatic,18999.0
29451254,2005 Chevrolet Colorado Z71,2005,247456.0,-,ON,,4400.0
29384024,2015 Chevrolet Colorado Crew Cab Long Box V6-4WD Hot Wheels @ MJCANADATRUCKSCENTRE.CA,2015,171168.0,Mississauga,ON,Automatic,21998.0
29456238,2023 Chevrolet Colorado Z71,2023,0.0,Oshawa,ON,Automatic,60011.0
29434503,2023 Chevrolet Colorado 4WD Trail Boss| IN TRANSIT,2023,0.0,Prince Albert,SK,Automatic,52777.0
29299413,2020 Chevrolet Colorado ZR2,2020,39987.0,Penticton,BC,Automatic,57995.0
29202226,2023 Chevrolet Colorado 4WD Trail Boss,2023,0.0,Thornhill,ON,Automatic,49713.0
29439075,2019 Chevrolet Colorado 4WD WORK TRUCK,2019,47864.0,Kamloops,BC,Automatic,35995.0
25642594,"2020 Chevrolet Colorado LT CREWCAB 4X4 3.6 L, BTE COURTE, ACCIDENTÉ VGA",2020,38954.0,Notre-Dame-des-Pins,QC,Automatic,19995.0
29457072,2023 Chevrolet Colorado 4WD Z71,2023,0.0,Fort McMurray,AB,Automatic,52408.0
29457869,2023 Chevrolet Colorado Trail Boss,2023,0.0,Ottawa,ON,Automatic,53656.0
29454374,2019 Chevrolet Colorado Work Truck Ext. Cab 2WD,2019,154543.0,Woodbridge,ON,Automatic,22888.0
29126053,2023 Chevrolet Colorado Z71,2023,0.0,Oshawa,ON,Automatic,55546.0
29446911,2021 Chevrolet Colorado 4WD ZR2,2021,38500.0,Humboldt,SK,Automatic,54999.0
29439705,2021 Chevrolet Colorado CREW CAB 3.6L V6 4X4 JANTES SIEGE ELEC APPLE CARPL,2021,46112.0,Pointe-Aux-Trembles,QC,Automatic,37994.0
29421587,2022 Chevrolet Colorado 2WD Crew Cab 141 Work Truck,2022,5522.0,Orillia,ON,Automatic,38995.0
29375219,2020 Chevrolet Colorado 2WD Work Truck,2020,177000.0,Summerside,PE,Automatic,24995.0
