vip,title,year,kms,city,province,transmission,price
28602853,2014 Subaru Outback 5dr Wgn Auto 3.6R,2014,175852,Toronto,ON,Automatic,15500
29182925,2021 Subaru Outback 2.4i Outdoor XT AWD / Sunroof,2021,101201,Guelph,ON,Automatic,37888
29636065,1998 Subaru Outback AWD,1998,261000,-,AB,,2000
29608993,2016 Subaru Outback TOURING AWD Toit Ouvrant+Bluetooth+Camera+Sieges Chauffants,2016,38019,Laval,QC,Automatic,21995
29627862,2003 Subaru Outback -,2003,224826,Edmonton,AB,Automatic,5000
29560331,2020 Subaru Outback 2.5i Convenience,2020,36516,Ottawa,ON,Automatic,28998
29638641,2013 Subaru Outback Limited Package,2013,199000,Calgary,AB,Automatic,14500
29629119,2006 Subaru Outback,2006,300000,-,AB,Manual,2500
29631363,2020 Subaru Outback Limited,2020,53269,Lower Sackville,NS,Automatic,38995
29633000,2010 Subaru Outback Premium,2010,247987,Saint-Léonard,QC,Automatic,5995
29391283,2020 Subaru Outback Premier XT AWD | FULLY LOADED | HEAT/COOL LEATHER | 260 HP,2020,50476,Regina,SK,Automatic,41995
28920904,2019 Subaru Outback Limited,2019,78132,Cayuga,ON,Automatic,31595
29627473,2022 Subaru Outback Wilderness,2022,114042,-,MB,,38990
29635296,2011 Subaru Outback,2011,228000,-,QC,,5800
29635098,2013 Subaru Outback,2013,241000,Saint-Jérôme,QC,Automatic,7499
29636283,2017 Subaru Outback Touring Package,2017,50300,Kentville,NS,Automatic,25000
28609195,"2018 Subaru Outback TOLURING: PANORAMIC ROOF, AWD, AUTOMATIC, HEATED SEATS, AIR!",2018,121362,Spruce Grove,AB,Automatic,25229
29620420,2018 Subaru Outback,2018,70000,-,AB,,31200
29629563,2020 Subaru Outback Premier XT,2020,73700,Red Deer,AB,Automatic,38900
29626315,2017 Subaru Outback 2.5i Touring w/Tech Pkg,2017,270000,Kingston,NS,Automatic,14900
29202495,2023 Subaru Outback Onyx AWD | LEATHER | ROOF | REAR HTD SEATS |S,2023,22302,Guelph,ON,Automatic,42998
29071705,2020 Subaru Outback Touring,2020,45300,Oakville,ON,Automatic,34999
29638065,2011 Subaru Outback 3.6R w/Limited Pkg,2011,197500,Dartmouth,NS,Automatic,7500
29571253,2019 Subaru Outback 2.5i Limited,2019,56630,Ottawa,ON,Automatic,27998
29626252,2012 Subaru Outback,2012,202993,-,MB,Automatic,13500
28983576,"2016 Subaru Outback NAV, LEATHER, NO ACCIDENTS",2016,105786,St. Albert,AB,Automatic,24907
29628120,2014 Subaru Outback,2014,270000,-,ON,,8800
29306460,2019 Subaru Outback Touring,2019,78500,Mississauga,ON,Automatic,32250
29620173,2010 Subaru Outback 3.6R w/Limited Pkg,2010,202000,Calgary,AB,Automatic,9500
29527457,2012 Subaru Outback 3.6R/Limited/factory remote starter,2012,164631,Calgary,AB,Automatic,17900
28810191,2010 Subaru Outback Premium,2010,249367,Quebec,QC,Automatic,6995
29455309,2020 Subaru Outback Touring | LED Headlamps | Sunroof,2020,21470,Calgary,AB,Automatic,40999
29347170,2018 Subaru Outback Limited 3.6R,2018,100000,Innisfail,AB,Automatic,31000
29623165,2009 Subaru Outback 2.5i,2009,132055,Montréal,QC,Automatic,7995
29555596,2017 Subaru Outback Touring Package,2017,60000,Montréal,QC,Automatic,19090
29096349,2009 Subaru Outback 3.0R Premier,2009,238400,London,ON,Automatic,5500
29579779,2006 Subaru Outback,2006,1000000,-,BC,,1100
29419913,2012 Subaru Outback Limited Package,2012,203000,Richmond Hill,ON,Automatic,6800
29560343,2012 Subaru Outback —————//////,2012,307265,Toronto,ON,Automatic,5460
29623658,2023 Subaru Outback Premier XT,2023,22567,Winnipeg,MB,Automatic,49995
29520635,2018 Subaru Outback Limited,2018,144430,Hamilton,ON,Automatic,23555
29436180,2013 Subaru Outback 2.5i Touring,2013,154220,Montreal,QC,Automatic,13995
29595619,2012 Subaru Outback 3.6R Limited Package,2012,275103,Dartmouth,NS,Automatic,5995
29619129,2007 Subaru Outback,2007,250000,-,AB,,5500
29624205,2016 Subaru Outback (GARANTIE 2 ANS INCLUS),2016,130800,Laval,QC,Automatic,18995
29605865,2010 Subaru Outback,2010,311000,Magog,QC,Automatic,2500
29413008,2013 Subaru Outback 2.5i Touring,2013,188700,Brampton,ON,Automatic,9850
29338851,2011 Subaru Outback 2.5i,2011,164000,-,QC,,7500
29199262,2016 Subaru Outback 2.5i w/Limited Pkg,2016,120323,Edmonton,AB,Automatic,24250
29297805,2012 Subaru Outback Touring TOIT.OUVRANT+SIEGES.CHAUFFANTS,2012,151696,Lachute,QC,Automatic,9964
28053654,2010 Subaru Outback 3.6R w/Limited Pkg 4WD +toît+cuir+bancs chauffants,2010,203500,Mirabel,QC,Automatic,7957
29187587,2005 Subaru Outback I,2005,257960,Toronto,ON,Manual,6950
29623538,2008 Subaru Outback,2008,92000,-,QC,,3500
29395443,2019 Subaru Outback Premier with EyeSight,2019,56662,Orillia,ON,Automatic,32900
29567787,2016 Subaru Outback AWD,2016,214000,-,QC,Manual,11000
29349710,2015 Subaru Outback Lux Nav Tech,2015,106700,Toronto,ON,Automatic,19898
29262848,2008 Subaru Outback,2008,155439,-,ON,Automatic,7000
29569588,2011 Subaru Outback Limited Package,2011,269000,Saint-Paul,QC,Automatic,3000
29591133,2009 Subaru Outback 2.5i w/Limited Pkg,2009,162095,Markham,ON,Automatic,8999
29158837,2018 Subaru Outback 4WD,2018,126000,Downtown,AB,Automatic,28750
28940628,2021 Subaru Outback Touring,2021,51502,Hamilton,ON,Automatic,36900
28828164,2019 Subaru Outback Touring 3.6L AWD | Heated Seats | Adaptive Cruise Control,2019,45912,Winnipeg,MB,Automatic,37198
29548070,2013 Subaru Outback 3.6r,2013,199225,-,AB,Automatic,9000
29344829,2011 Subaru Outback 2.5l,2011,172000,-,ON,,6000
29485354,2007 Subaru Outback 2.5L,2007,254965,-,QC,Automatic,3100
29588677,2011 Subaru Outback,2011,301600,-,ON,,4500
29418308,2022 Subaru Outback Limited XT,2022,9000,Northeast Edmonton,AB,Automatic,45000
29568712,2012 Subaru Outback Touring Package,2012,120000,Memramcook,NB,Automatic,14499
29615689,2007 Subaru Outback 2.5i w/Limited Pkg 5dr Wgn Auto 2.5i w/Limited Pkg,2007,291000,Oro Medonte,ON,,3999
29280756,2018 Subaru Outback 3.6R,2018,119978,DARTMOUTH,NS,Automatic,25900
29584563,2017 Subaru Outback 3.6R Limited w/Tech Pkg | AWD | LEATHER | SUNROOF | HEATED SEATS | REAR CAMERA + MORE!,2017,114171,Surrey,BC,Automatic,29997
29305393,2016 Subaru Outback 2.5i,2016,152243,London,ON,Automatic,17500
29516108,2006 Subaru Outback -FRESH TRADE IN- MANUAL- CERTIFIED,2006,190000,Toronto,ON,Manual,5999
29118660,2010 Subaru Outback,2010,175000,-,ON,,4800
29486129,2009 Subaru Outback,2009,246000,-,ON,,4999
29613770,2009 Subaru Outback,2009,240000,-,NB,,2000
29566888,2008 Subaru Outback,2008,300000,-,QC,,3900
29599291,1998 Subaru Outback Legacy,1998,295308,-,AB,Manual,1700
28205458,2019 Subaru Outback Limited | Heated Seats | Sunroof,2019,123758,Grande Prairie,AB,Automatic,31851
27430880,2011 Subaru Outback 2.5i LIMITED AWD BLUETOOTH PWR HEAT LEATHER SUNROOF PARK ASSIST...MINT,2011,211000,Toronto,ON,Automatic,11500
29501595,2015 Subaru Outback 2.5i,2015,173000,Scarborough,ON,Automatic,16950
29278070,2010 Subaru Outback,2010,241200,-,ON,,6800
29495362,2004 Subaru Outback,2004,340000,-,ON,,3000
29427952,2011 Subaru Outback Limited Package,2011,208000,North Bay,ON,Automatic,3800
29161318,"2008 Subaru Outback 2,5i avec Groupe Limited",2008,260000,Mirabel,QC,Automatic,4777
29483556,2014 Subaru Outback 2.5i Premium,2014,214000,Laval,QC,Automatic,7499
28974548,"2017 Subaru Outback 3.6 PREMIER W/TECH PKG; SUNROOF, AWD, HEATED SEATS/WHEEL, LEATHER, NAV, HARMON/KARDON, BACKUP CAMERA, BLIND SPOT, SMART KEY, APP",2017,106475,Langley,BC,Automatic,27497
