vip,title,year,kms,city,province,transmission,price
29636608,2015 Mitsubishi RVR GT LIMITED AWC BT SPORT ALLOYS HEAT SEATS...MINT COND,2015,195000,Toronto,ON,Automatic,13995
29094155,2021 Mitsubishi RVR SE | Sunroof | Heated Seats,2021,71256,Edmonton,AB,Automatic,35019
29624329,2011 Mitsubishi RVR GT ( AWD 4x4- 158 000 KM ),2011,158000,Laval,QC,Automatic,7899
29635960,2011 Mitsubishi RVR,2011,288000,Calgary,AB,Manual,5000
29629260,2019 Mitsubishi RVR SE,2019,86000,Hamilton,ON,Automatic,23000
29630927,2015 Mitsubishi RVR 4X4/BLUETOOTH/MAGS/DEMARREUR/CRUISE CONTROL,2015,299000,Montréal,QC,Automatic,6950
28764289,"2021 Mitsubishi RVR ES- 4WD, BLUETOOTH, KEYLESS ENTRY, POWER WINDOWS, POWER LOCKS, HEATED MIRRORS AND MUCH MORE!!",2021,40350,Edmonton,AB,Automatic,25887
29627766,2020 Mitsubishi RVR AWC SE AUTO,2020,85077,Longueuil,QC,Automatic,24495
29624905,"2011 Mitsubishi RVR SE 4WD :: Automatic, Leather Interior, Bluetooth, Alloy Wheels...",2011,193908,Calgary,AB,Automatic,10995
29061816,2021 Mitsubishi RVR ES,2021,71538,Greenwood,NS,Automatic,26488
29475634,2021 Mitsubishi RVR ES,2021,58373,Grande Prairie,AB,Automatic,29392
29610475,2014 Mitsubishi RVR,2014,300000,Whitbourne,NL,Automatic,3000
29562633,2016 Mitsubishi RVR SE Limited Edition,2016,143643,Scarborough,ON,Automatic,16895
29628298,2016 Mitsubishi RVR,2016,238000,-,ON,,8900
29575051,"2015 Mitsubishi RVR SE - Air Climatisé, Cruise Control, Sièges Chauff.",2015,89577,Laval,QC,Manual,13994
29154607,2016 Mitsubishi RVR SE,2016,195000,Swift Current,SK,Automatic,13750
29623742,2011 Mitsubishi RVR GT,2011,284000,Longueuil,QC,Automatic,5999
29418892,2015 Mitsubishi RVR,2015,83376,Boucherville,QC,Automatic,15000
29620607,2012 Mitsubishi RVR,2012,271901,Quebec,QC,Manual,4477
28622296,2021 Mitsubishi RVR Heated Seats | Blind Spot Warning | Blue Tooth,2021,22107,Prince George,BC,Automatic,28928
29596527,2020 Mitsubishi RVR,2020,27621,Saskatoon,SK,Automatic,37195
29623170,2017 Mitsubishi RVR SE,2017,148197,Montréal,QC,Automatic,14995
29621421,2020 Mitsubishi RVR ES AWD Cam Bluetooth Air Climatisé Mags,2020,77118,Laval,QC,Automatic,23995
28994842,2015 Mitsubishi RVR AWD GT,2015,82000,Laval,QC,Automatic,14995
29461988,2014 Mitsubishi RVR,2014,102000,-,ON,,9500
29336754,2012 Mitsubishi RVR,2012,142000,Saint John,NB,,10500
29471751,2011 Mitsubishi RVR GT,2011,140000,-,ON,Automatic,8900
29399945,2020 Mitsubishi RVR ES AWC certifié,2020,40507,Boucherville,QC,Automatic,25222
29618806,2013 Mitsubishi RVR,2013,245000,-,AB,,2500
29258631,2021 Mitsubishi RVR SE ANGLES MORTS CAMERA SIEGES CHAUFFANTS,2021,72085,Saint Jean Sur Richelieu,QC,Automatic,22911
29386431,"2021 Mitsubishi RVR 2.4L SE AWC - CVT, Heated Seats, Cruise Control",2021,48476,Regina,SK,CVT,28799
29620873,2020 Mitsubishi RVR,2020,999999,Calgary,AB,Manual,500
29178639,2014 Mitsubishi RVR,2014,210235,-,ON,,5750
29372472,2015 Mitsubishi RVR GT,2015,161635,Lethbridge,AB,Automatic,14500
29460641,2011 Mitsubishi RVR GT,2011,238000,Fredericton,NB,Automatic,5995
29547304,2011 Mitsubishi RVR,2011,100000,-,MB,,9900
29501120,2015 Mitsubishi RVR,2015,193000,-,QC,,11000
28997123,2013 Mitsubishi RVR,2013,146000,-,SK,,9000
29348912,2011 Mitsubishi RVR SE,2011,159000,Laval,QC,Automatic,8700
28830157,2020 Mitsubishi RVR ES,2020,45543,Calgary,AB,Automatic,33988
29513849,2014 Mitsubishi RVR GT,2014,119264,Calgary,AB,Automatic,16888
29432331,2013 Mitsubishi RVR GT AWD CVT GT / BACKUP CAM / PAN SUNROOF / LEATHER,2013,120751,Calgary,AB,CVT,16995
29502445,2015 Mitsubishi RVR,2015,229000,-,AB,,12450
29328264,2011 Mitsubishi RVR,2011,222000,-,AB,,7500
29618682,2020 Mitsubishi RVR ES,2020,79873,-,SK,Automatic,29500
29552606,2017 Mitsubishi RVR SE AWC Limited Edition,2017,106466,Mirabel,QC,Automatic,16990
29593646,2015 Mitsubishi RVR ES AC,2015,119016,Gatineau,QC,Manual,12495
29613279,2011 Mitsubishi RVR GT 4WD,2011,225734,Fort Saskatchewan,AB,Automatic,8995
29229558,2011 Mitsubishi RVR SE,2011,160000,-,AB,Automatic,9995
28907732,2015 Mitsubishi RVR Other,2015,84768,Fredericton,NB,Automatic,15988
29519849,2018 Mitsubishi RVR SE,2018,82047,Red Deer,AB,Automatic,24997
29154780,2016 Mitsubishi RVR SE,2016,195000,Saskatoon,SK,Automatic,13750
29580085,2011 Mitsubishi RVR SE AWD,2011,99266,Quebec,QC,Automatic,11850
29131932,2011 Mitsubishi RVR,2011,133000,-,MB,,12900
29588704,2013 Mitsubishi RVR SE,2013,152417,Ottawa,ON,Automatic,9990
29604193,2011 Mitsubishi RVR SE,2011,153295,Cambridge,ON,Automatic,11500
29590196,2015 Mitsubishi RVR GT AWD,2015,87000,-,MB,,24000
29538469,2018 Mitsubishi RVR,2018,100000,-,SK,,18500
29455326,2021 Mitsubishi RVR SE,2021,26803,Calgary,AB,Automatic,32999
29004388,2018 Mitsubishi RVR SE - Htd Seats | B/U Cam | 4WD,2018,82419,Saskatoon,SK,Automatic,25998
29604035,2012 Mitsubishi RVR ES,2012,170000,Pickering,ON,Manual,6300
29518459,2013 Mitsubishi RVR,2013,216303,-,ON,,8000
29532779,2013 Mitsubishi RVR SE / AUTOMATQUE / AWD / 4 CYLINDRES,2013,205000,Anjou,QC,Automatic,6999
29472935,2022 Mitsubishi RVR ES,2022,49000,Ottawa,ON,Automatic,23950
29610357,2011 Mitsubishi RVR Mags 18’’ rack de toit,2011,159000,-,QC,Manual,4000
29584038,2013 Mitsubishi RVR SE,2013,184692,Montréal,QC,Automatic,7995
29593893,"2023 Mitsubishi RVR ES, Heated Seats, CarPlay + Android, Bluetooth, Rear Camera, and more!",2023,5300,Guelph,ON,Automatic,29988
29359283,2011 Mitsubishi RVR,2011,202000,-,MB,,5500
29454588,2018 Mitsubishi RVR GT 4WD,2018,75000,Saint-Constant,QC,Automatic,22991
29454871,"2015 Mitsubishi RVR AWD, HEATED SEATS #158",2015,209348,Medicine Hat,AB,Automatic,12134
28634918,2013 Mitsubishi RVR SE,2013,312000,Edmonton,AB,Automatic,7000
28998856,2014 Mitsubishi RVR SE,2014,152000,-,AB,,14888
29374112,2013 Mitsubishi RVR GT / 1 Owner,2013,190553,CALGARY,AB,Automatic,10900
29292440,2012 Mitsubishi RVR SE,2012,121125,Sainte-Thérèse,QC,Automatic,9665
29581098,2021 Mitsubishi RVR ES AWC+AC+BANC CHAUFFANT+APPLE CAR PLAY+BAS KILO,2021,34311,St-Hubert,QC,Automatic,26988
29581796,2022 Mitsubishi RVR LE,2022,19369,-,SK,Automatic,35500
29580929,2019 Mitsubishi RVR SE AWC/S.CHAUFFANT/CAMERA/APPLE CARPLAY,2019,88446,Saint-Eustache,QC,Automatic,22995
29563151,2017 Mitsubishi RVR SE,2017,245002,Montréal,QC,Automatic,10495
29389434,2018 Mitsubishi RVR SE Limited Edition,2018,102185,Greenwood,NS,Automatic,21998
29205729,2022 Mitsubishi RVR SE,2022,25800,Okotoks,AB,Automatic,29990
29419882,2015 Mitsubishi RVR,2015,170000,-,QC,Manual,11000
29554940,"2017 Mitsubishi RVR SE *Caméra, Sièges chauff, Mags, Bluetooth",2017,53215,Laval,QC,Automatic,17490
29464900,2020 Mitsubishi RVR ES/SE AUTO|CAM,2020,69879,Saint-Léonard,QC,Automatic,21995
29486106,2017 Mitsubishi RVR,2017,218000,Repentigny,QC,Automatic,11500
29420443,2019 Mitsubishi RVR SE Black Edition AWC + CAMÉRA DE RECUL + APPLE CAR,2019,61739,St-Hubert,QC,Automatic,24988
29531233,2018 Mitsubishi RVR GT 2.4L,2018,75740,Sherwood Park,AB,Automatic,24680
29466364,"2017 Mitsubishi RVR SE - Reverse Camera, Keyless Entry, Bluetooth, Cruise Control, Alloy Wheels & More!",2017,116000,Guelph,ON,Manual,16998
29506990,2014 Mitsubishi RVR SE NO ACCIDENTS 4WD BLUETOOTH POWER GROUP,2014,106555,Burlington,ON,Automatic,15988
29171285,2020 Mitsubishi RVR SE,2020,81670,Hamilton,ON,Automatic,23695
