vip,title,year,kms,city,province,transmission,price
27626772,2016 Toyota Corolla CE++BLUETOOTH+CRUISE,2016,"98,900",Montreal,QC,Automatic,"15,499"
28169046,2021 Toyota Corolla LE,2021,"42,200",Brampton,ON,Automatic,"24,488"
28468147,2018 Toyota Corolla Other,2018,"81,293",Chatham,ON,Automatic,"20,964"
28471993,2010 Toyota Corolla,2010,"138,000",Markham,ON,Automatic,"9,000"
28473561,2020 Toyota Corolla Hatchback SE,2020,"56,000",Mississauga,ON,Automatic,"26,999"
28470438,2003 Toyota Corolla,2003,"286,000",North River,NS,Automatic,"1,500"
28473313,2007 Toyota Corolla CE,2007,"236,400",Charlottetown,PE,Automatic,"3,200"
28469789,2013 Toyota Corolla,2013,"227,000",-,ON,Automatic,"9,950"
28431468,2018 Toyota Corolla IM,2018,"78,114",Owen Sound,ON,Automatic,"20,981"
28397976,2021 Toyota Corolla SE,2021,"32,873",Timmins,ON,Automatic,"27,909"
27904041,2017 Toyota Corolla 2017 Toyota Corolla LE,2017,"151,243",Moncton,NB,Automatic,"17,995"
28234708,2010 Toyota Corolla LE,2010,"239,659",Brampton,ON,Automatic,"8,995"
28471984,2009 Toyota Corolla,2009,"159,000",Toronto,ON,Automatic,"11,000"
28464098,2003 Toyota Corolla LE,2003,"236,000",Brampton,ON,Automatic,"4,700"
28471188,2012 Toyota Corolla,2012,"130,745",Winnipeg,SK,Automatic,"14,500"
27754170,2018 Toyota Corolla SE,2018,"91,096",Komoka,ON,Automatic,"19,999"
28470101,2014 Toyota Corolla S,2014,"80,000",Toronto,ON,Automatic,"17,000"
27902307,2021 Toyota Corolla LE,2021,"56,345",Dartmouth,NS,Automatic,"25,495"
28436860,2006 Toyota Corolla,2006,"70,000",Ridgeway,ON,Automatic,"6,300"
27906339,"2020 Toyota Corolla LE - Heated Seats, Sunroof",2020,"78,215",Saskatoon,SK,Automatic,"25,910"
28402537,2021 Toyota Corolla SPECIAL EDITION * MAGS * CAMÉRA * CLIMATISATION *,2021,"44,616",Verdun,QC,Automatic,"29,997"
23307771,2022 Toyota Corolla LE,2022,"8,220",London,ON,Automatic,"26,098"
28054439,2007 Toyota Corolla CE CLEAN CARFAX!,2007,"209,445",Dartmouth,NS,Automatic,"2,914"
28261312,2014 Toyota Corolla S Toit Ouvrant Cuir/Tissus Caméra,2014,"116,000",TROIS-RIVIERES,QC,Automatic,"14,995"
28161881,2008 Toyota Corolla S toute equipe pnus dhiver deja installe,2008,"168,000",Montreal,QC,Automatic,"5,999"
28176551,2023 Toyota Corolla LE,2023,0,Toronto,ON,Automatic,"26,008"
28469158,2013 Toyota Corolla CE/LE/S,2013,"160,700",Quebec,QC,Automatic,"9,485"
28467538,2020 Toyota Corolla LE,2020,"7,475",Toronto,ON,Automatic,"27,995"
28467381,"2021 Toyota Corolla SE - Heated Seats, Blindspot Monitor, Reverse Camera, Keyless Entry, Adaptive Cruise & More!",2021,"51,000",Guelph,ON,Automatic,"28,998"
28009108,2021 Toyota Corolla LE,2021,"57,220",Calgary,AB,Automatic,"27,599"
28210660,2021 Toyota Corolla LE | Cam | USB | HtdSeats | Warranty to 2026,2021,"62,118",Antigonish,NS,Automatic,"24,195"
28469081,2020 Toyota Corolla LE,2020,"23,923",Markham,ON,Automatic,"26,288"
28468731,2018 Toyota Corolla LE,2018,"81,500",Calgary,AB,Automatic,"22,388"
28471228,2021 Toyota Corolla Other,2021,"14,769",Kingston,ON,Automatic,"39,995"
28467399,2017 Toyota Corolla SE,2017,"48,650",Sherwood Park,AB,Automatic,"23,888"
28166833,"2011 Toyota Corolla BEAUTIFUL XRS PACKAGE WITH HEATED LEATHER SEATS, SUNROOF, A/C & MORE!!",2011,"256,715",Bridgewater,NS,Automatic,"5,700"
28112919,2003 Toyota Corolla,2003,"244,592",Mont-Bellevue,QC,Automatic,"1,200"
28280213,2010 Toyota Corolla,2010,"400,000",Kingston,NB,Automatic,"2,000"
28389186,2015 Toyota Corolla,2015,"134,649",Edmonton,AB,Automatic,"13,500"
