vip,title,year,kms,city,province,transmission,price
28133706,2022 Toyota Corolla L,2022,40614.0,Moncton,NB,Automatic,28094.0
28420605,2018 Toyota Corolla LE+ AUT0 A/C CRUISE A/CARPLAY H/SEATS CAMERA,2018,137698.0,Toronto,ON,Automatic,19500.0
28708223,2010 Toyota Corolla CE,2010,137982.0,Quebec,QC,Automatic,8980.0
28707823,2014 Toyota Corolla CE,2014,230000.0,Laval,QC,Automatic,9999.0
28712424,2010 Toyota Corolla,2010,200000.0,-,ON,,6000.0
28713117,2013 Toyota Corolla,2013,234080.0,Thornhill,ON,Automatic,9000.0
28713041,2005 Toyota Corolla LE,2005,160000.0,-,ON,Automatic,5500.0
28712543,2005 Toyota Corolla,2005,160000.0,Toronto,ON,,5500.0
28712043,2010 Toyota Corolla,2010,273000.0,Fleurimont,QC,Automatic,5800.0
28342704,2016 Toyota Corolla CE,2016,94565.0,Charlottetown,PE,Automatic,17995.0
28397295,"2019 Toyota Corolla LE | Heated Seats, Sunroof, No Accidents, Auto",2019,93531.0,Maple Ridge,BC,Automatic,28098.0
28702637,2018 Toyota Corolla LE,2018,108000.0,-,ON,Automatic,20999.0
28713281,2016 Toyota Corolla LE,2016,87000.0,Carignan,QC,Automatic,17999.0
28684166,2020 Toyota Corolla Other,2020,70379.0,Lower Sackville,NS,Automatic,23900.0
28708811,2005 Toyota Corolla CE,2005,299999.0,Calgary,AB,Automatic,2900.0
28707088,2008 Toyota Corolla,2008,280000.0,Brampton,ON,Automatic,4900.0
28707148,2010 Toyota Corolla,2010,199100.0,-,ON,,8200.0
28708317,2013 Toyota Corolla,2013,26000.0,-,NS,,4000.0
28651601,2019 Toyota Corolla COROLLA*HB*CVT*BAS KILO!!!*CERTIFIÉ TOY*1 PROPRIO*,2019,65700.0,Terrebonne,QC,CVT,21997.0
28498631,"2019 Toyota Corolla LE, CVT, BACKUP CAM, HEATED SEATS, CRUISE CONTROL",2019,92014.0,Winnipeg,MB,CVT,23998.0
28458240,2020 Toyota Corolla SE,2020,87880.0,Moncton,NB,Automatic,26888.0
28703098,2003 Toyota Corolla,2003,299999.0,-,AB,Automatic,3500.0
28711980,1978 Toyota Corolla,1978,99999.0,-,ON,,1300.0
28707467,2013 Toyota Corolla LE,2013,260000.0,Oxford,NS,Automatic,4000.0
28702430,2005 Toyota Corolla LE,2005,84000.0,Calgary,AB,Automatic,12900.0
28703497,2010 Toyota Corolla Ce,2010,205000.0,-,AB,,8980.0
28712230,2004 Toyota Corolla CE,2004,272000.0,Pickering,ON,Automatic,4000.0
28708483,2009 Toyota Corolla S,2009,245000.0,-,QC,Manual,4950.0
28711954,2015 Toyota Corolla LE,2015,105500.0,-,AB,Automatic,16500.0
28685221,2020 Toyota Corolla XSE,2020,13744.0,Red Deer,AB,Automatic,29967.0
28457591,2017 Toyota Corolla CE AUTO AIR CLIM ÉCRAN TACTILE PNEUS D'HIVER,2017,83985.0,McMasterville,QC,Automatic,17277.0
28555626,2015 Toyota Corolla LE,2015,63750.0,Quebec,QC,Automatic,16980.0
28705557,2009 Toyota Corolla,2009,170000.0,-,ON,,8000.0
28712729,2014 Toyota Corolla S,2014,140000.0,Guelph,ON,Automatic,14500.0
28702808,2016 Toyota Corolla S,2016,129932.0,Meota,SK,Automatic,18500.0
28711606,2015 Toyota Corolla S,2015,247316.0,Didsbury,AB,Automatic,12500.0
28707793,2016 Toyota Corolla LE,2016,79646.0,Powassan,ON,Automatic,17750.0
28703975,2003 Toyota Corolla,2003,135000.0,-,QC,,2500.0
28712696,2020 Toyota Corolla L,2020,29500.0,-,QC,Automatic,23000.0
27639331,2020 Toyota Corolla LE,2020,132776.0,Ajax,ON,Automatic,23499.0
28604578,2017 Toyota Corolla LE,2017,196032.0,Dorval,QC,Automatic,14500.0
28711601,1998 Toyota Corolla,1998,236000.0,-,ON,,2000.0
28712655,2015 Toyota Corolla,2015,250000.0,-,ON,,10000.0
27951727,2023 Toyota Corolla,2023,0.0,Toronto,ON,Automatic,29348.0
28360423,2019 Toyota Corolla SE/ Back Up camera/ Heated seats,2019,98019.0,Saint John,NB,Manual,22798.0
28710709,2002 Toyota Corolla CE,2002,130000.0,-,AB,,6950.0
28468147,2018 Toyota Corolla Other,2018,81293.0,Chatham,ON,Automatic,20499.0
28553436,2013 Toyota Corolla LOW KMS- SUNROOF- CERTIFIED- MINT SHAPE,2013,59579.0,Burlington,ON,Automatic,15995.0
28709946,2019 Toyota Corolla,2019,44900.0,Calgary,AB,Automatic,18800.0
28519435,"2014 Toyota Corolla S w/ Backup Cam, Cruise Control",2014,141897.0,Bedford,NS,Automatic,16990.0
28215041,2016 Toyota Corolla S Auto Cuir Cam Bluetooth Sièges Chauffants,2016,58546.0,Laval,QC,Automatic,20991.0
27955638,2022 Toyota Corolla Le - Heated Seats,2022,21887.0,High River,AB,Automatic,28995.0
28632182,2003 Toyota Corolla Lt,2003,299000.0,Calgary,AB,Automatic,3000.0
28628054,2016 Toyota Corolla S,2016,127191.0,Edmonton,AB,Automatic,15750.0
28694641,2003 Toyota Corolla CE,2003,172000.0,Montréal,QC,Automatic,2990.0
28702564,2011 Toyota Corolla S,2011,196800.0,-,NS,,8000.0
28455161,2014 Toyota Corolla LE,2014,152200.0,Etobicoke,ON,Automatic,13990.0
28519918,2022 Toyota Corolla LE CVT,2022,12567.0,Winnipeg,MB,CVT,29779.0
28702923,2018 Toyota Corolla SE,2018,66000.0,Saint John,NB,Automatic,20800.0
28155855,2021 Toyota Corolla | Bluetooth | Keyless Entry | Backup Camera |,2021,68293.0,North Battleford,SK,,28543.0
28175625,2020 Toyota Corolla LE,2020,69550.0,Moncton,NB,Automatic,24837.0
28303036,"2010 Toyota Corolla S ~AUTOMATIC, FULLY CERTIFIED WITH WARRANTY!!!~",2010,172514.0,Toronto,ON,Automatic,9990.0
28393726,2009 Toyota Corolla CE,2009,169000.0,Dartmouth,NS,Automatic,7500.0
28711495,2012 Toyota Corolla,2012,260000.0,-,ON,,7000.0
28702591,2008 Toyota Corolla,2008,0.0,-,QC,,4000.0
28657039,2011 Toyota Corolla CE | 5-Spd | A/C | Keyless | CD | AM/FM,2011,86526.0,Truro,NS,Manual,11987.0
28712215,2007 Toyota Corolla CE * AUTOMATIQUE * RADIO CD * MIROIRS ELECTRIQUES,2007,117913.0,Verdun,QC,Automatic,5995.0
28412076,2014 Toyota Corolla LE Eco with Back-up-Camera / Heated Seats / Sunroof / Alloy Wheels...!!!,2014,90000.0,Oak Bluff,MB,,17499.0
28712646,2013 Toyota Corolla CE,2013,211999.0,OAKVILLE,ON,Automatic,8999.0
26859621,2017 Toyota Corolla SE,2017,68176.0,Ottawa,ON,Automatic,23999.0
28711784,2014 Toyota Corolla Backup camera.Blue Tooth,2014,188000.0,Toronto,ON,Automatic,12899.0
28704098,2013 Toyota Corolla CE,2013,187285.0,Hamilton,ON,Automatic,9895.0
