vip,title,year,kms,city,province,transmission,price
26905090,2018 Toyota Corolla LE,2018,73415.0,Greenwood,NS,Automatic,21888.0
27652512,2019 Toyota Corolla CE,2019,82691.0,Winnipeg,MB,Automatic,29876.0
28658098,2016 Toyota Corolla LE,2016,26500.0,Saint-Jean-sur-Richelieu,QC,Automatic,18500.0
28651271,2011 Toyota Corolla,2011,315000.0,-,ON,,5000.0
28651129,2011 Toyota Corolla LE,2011,192600.0,Saskatoon,SK,Automatic,9500.0
28657946,2005 Toyota Corolla,2005,27600.0,-,AB,,4200.0
28657375,2002 Toyota Corolla,2002,299999.0,-,AB,,2500.0
28658293,2017 Toyota Corolla LE,2017,76072.0,St. John's,NL,Automatic,17000.0
28659140,2002 Toyota Corolla,2002,300000.0,-,SK,,3350.0
28656042,2022 Toyota Corolla,2022,10000.0,Pierrefonds-Roxboro,QC,Automatic,26800.0
26330641,2020 Toyota Corolla LE,2020,35845.0,Thunder Bay,ON,Automatic,24944.0
28132998,2019 Toyota Corolla Hatchback | LANE KEEP ASSIST | CAMERA | BLUETOOTH,2019,106528.0,Burlington,ON,Automatic,23988.0
28657933,2003 Toyota Corolla 189000,2003,6.0,-,AB,,6000.0
28656066,2015 Toyota Corolla LE,2015,90500.0,-,ON,Automatic,17500.0
28656921,2015 Toyota Corolla S,2015,215000.0,Toronto,SK,Automatic,13550.0
28657342,2004 Toyota Corolla,2004,299999.0,East Saint Paul,MB,,3000.0
28651335,2009 Toyota Corolla XRS,2009,212000.0,-,AB,,7700.0
28655358,2004 Toyota Corolla Tissus,2004,218254.0,Shawinigan,QC,Automatic,4200.0
28657174,2009 Toyota Corolla,2009,212000.0,-,ON,,7500.0
27777707,2020 Toyota Corolla LE CVT,2020,71956.0,Truro,NS,CVT,21495.0
28326799,2017 Toyota Corolla SE,2017,63748.0,North York,ON,Automatic,19995.0
28608830,2018 Toyota Corolla,2018,22222.0,Edmonton,AB,Automatic,24988.0
28656541,2006 Toyota Corolla,2006,246000.0,-,NB,,3200.0
28626808,2018 Toyota Corolla LE,2018,96952.0,Lethbridge,AB,Automatic,18999.0
28341593,2018 Toyota Corolla SE,2018,83256.0,Stouffville,ON,Automatic,19999.0
28215041,2016 Toyota Corolla S Auto Cuir Cam Bluetooth Sièges Chauffants,2016,58546.0,Laval,QC,Automatic,20991.0
28416189,2018 Toyota Corolla LE,2018,80900.0,Edmonton,AB,Automatic,24225.0
28390732,2021 Toyota Corolla SE,2021,47215.0,Penticton,BC,,29800.0
28633466,2009 Toyota Corolla,2009,225000.0,-,ON,,4000.0
28624499,2021 Toyota Corolla LE,2021,48412.0,Kingston,ON,Automatic,25995.0
28150813,2013 Toyota Corolla CE,2013,87114.0,Komoka,ON,Automatic,14999.0
28571211,2018 Toyota Corolla SE CVT,2018,71500.0,Oshawa,ON,CVT,19490.0
28436577,"2014 Toyota Corolla CE, BAS KILOMÉTRAGE!",2014,54894.0,Saint-Basile le-Grand,QC,Automatic,15995.0
28602453,2004 Toyota Corolla,2004,96983.0,-,ON,,4000.0
28051646,2019 Toyota Corolla LE,2019,102040.0,Wetaskiwin,AB,Automatic,23988.0
28403283,1988 Toyota Corolla SR5,1988,155000.0,Longueuil,QC,Automatic,9999.0
28523108,2017 Toyota Corolla LE,2017,33543.0,Calgary,AB,Automatic,17700.0
28151454,2015 Toyota Corolla LE,2015,80068.0,Komoka,ON,Automatic,18499.0
28642099,2022 Toyota Corolla SE,2022,12564.0,Halton Hills,ON,Manual,33990.0
28640070,2011 Toyota Corolla,2011,180557.0,-,ON,,7000.0
25852135,2018 Toyota Corolla CRUISE/BLUETOOTH/CAMERA/54000KM!,2018,54000.0,Saint-Léonard,QC,Automatic,16995.0
28643711,2017 Toyota Corolla LE,2017,111771.0,-,AB,Automatic,16499.0
28657039,2011 Toyota Corolla CE | 5-Spd | A/C | Keyless | CD | AM/FM,2011,86526.0,Truro,NS,Manual,11987.0
28657252,2010 Toyota Corolla Automatique,2010,65000.0,Laval,QC,Automatic,12995.0
28655603,2020 Toyota Corolla LE CVT,2020,113662.0,Ottawa,ON,CVT,22985.0
28655410,2019 Toyota Corolla LE,2019,34988.0,Ottawa,ON,Automatic,24995.0
