vip,title,year,kms,city,province,transmission,price
25895875,2014 Toyota Corolla 4dr Sdn Auto CE,2014,"115,000",Montréal,QC,Automatic,"14,900"
27983282,2022 Toyota Corolla W/Li Battery,2022,"24,073",Vaughan,ON,Automatic,"37,388"
28468147,2018 Toyota Corolla Other,2018,"81,293",Chatham,ON,Automatic,"20,964"
28471993,2010 Toyota Corolla,2010,"138,000",Markham,ON,Automatic,"9,000"
28473561,2020 Toyota Corolla Hatchback SE,2020,"56,000",Mississauga,ON,Automatic,"26,999"
28470438,2003 Toyota Corolla,2003,"286,000",North River,NS,Automatic,"1,500"
28473313,2007 Toyota Corolla CE,2007,"236,400",Charlottetown,PE,Automatic,"3,200"
28469789,2013 Toyota Corolla,2013,"227,000",-,ON,Automatic,"9,950"
28431468,2018 Toyota Corolla IM,2018,"78,114",Owen Sound,ON,Automatic,"20,981"
28397976,2021 Toyota Corolla SE,2021,"32,873",Timmins,ON,Automatic,"27,909"
27992233,2020 Toyota Corolla LE w/ 8\ Touchscreen Infotainment / Back Up Cam,2020,"24,131",Calgary,AB,Automatic,"29,888"
28239667,2021 Toyota Corolla LE/ Back Up Cam/ Bluetooth/Heated Seats/Clean Carfax,2021,"65,951",Vaughan,ON,Automatic,"25,998"
28471984,2009 Toyota Corolla,2009,"159,000",Toronto,ON,Automatic,"11,000"
28473540,2015 Toyota Corolla,2015,263,Toronto,ON,Manual,"10,500"
28464098,2003 Toyota Corolla LE,2003,"236,000",Brampton,ON,Automatic,"4,700"
28471188,2012 Toyota Corolla,2012,"130,745",Winnipeg,SK,Automatic,"14,500"
27754170,2018 Toyota Corolla SE,2018,"91,096",Komoka,ON,Automatic,"19,999"
28470101,2014 Toyota Corolla S,2014,"80,000",Toronto,ON,Automatic,"17,000"
28464384,2004 Toyota Corolla CE,2004,"299,999",Toronto,ON,,"3,000"
28464289,2010 Toyota Corolla,2010,"223,000",Oshawa,ON,,"5,000"
28225516,2020 Toyota Corolla XSE,2020,"103,530",Saskatoon,SK,Automatic,"29,500"
28281407,2022 Toyota Corolla AUTOMATIQUE CAMERA RECUL TOUT ÉQUIPÉE,2022,"13,473",Cowansville,QC,Automatic,"27,982"
28404987,2012 Toyota Corolla L,2012,"153,700",Winnipeg,MB,Manual,"9,200"
28345286,2017 Toyota Corolla Back up CAMER NEVER ACCIDENTED,2017,"119,000",Montreal,QC,,"14,200"
27902307,2021 Toyota Corolla LE,2021,"56,345",Dartmouth,NS,Automatic,"25,495"
28436860,2006 Toyota Corolla,2006,"70,000",Ridgeway,ON,Automatic,"6,300"
23307771,2022 Toyota Corolla LE,2022,"8,220",London,ON,Automatic,"26,098"
28054439,2007 Toyota Corolla CE CLEAN CARFAX!,2007,"209,445",Dartmouth,NS,Automatic,"2,914"
28242451,2013 Toyota Corolla CE A/C Sièges Chauffants,2013,"70,000",SHAWINIGAN,QC,Manual,"12,495"
