vip,title,year,kms,city,province,transmission,price
28295200,2018 Toyota Corolla LE CVT,2018,"83,125",Brantford,ON,Automatic,"21,998"
28281407,2022 Toyota Corolla AUTOMATIQUE CAMERA RECUL TOUT ÉQUIPÉE,2022,"13,473",Cowansville,QC,Automatic,"27,982"
28468147,2018 Toyota Corolla Other,2018,"81,293",Chatham,ON,Automatic,"20,964"
28471993,2010 Toyota Corolla,2010,"138,000",Markham,ON,Automatic,"9,000"
28473561,2020 Toyota Corolla Hatchback SE,2020,"56,000",Mississauga,ON,Automatic,"26,999"
28470438,2003 Toyota Corolla,2003,"286,000",North River,NS,Automatic,"1,500"
28473313,2007 Toyota Corolla CE,2007,"236,400",Charlottetown,PE,Automatic,"3,200"
28469789,2013 Toyota Corolla,2013,"227,000",-,ON,Automatic,"9,950"
28431468,2018 Toyota Corolla IM,2018,"78,114",Owen Sound,ON,Automatic,"20,981"
28397976,2021 Toyota Corolla SE,2021,"32,873",Timmins,ON,Automatic,"27,909"
27339733,2020 Toyota Corolla LE,2020,"90,253",Greenwood,NS,Automatic,"23,888"
28363578,2019 Toyota Corolla LE | ACC | Lane Keep | Safety Sense | Heated Seats,2019,"93,000",Toronto,ON,Automatic,"20,950"
28471984,2009 Toyota Corolla,2009,"159,000",Toronto,ON,Automatic,"11,000"
28464098,2003 Toyota Corolla LE,2003,"236,000",Brampton,ON,Automatic,"4,700"
28471188,2012 Toyota Corolla,2012,"130,745",Winnipeg,SK,Automatic,"14,500"
27754170,2018 Toyota Corolla SE,2018,"91,096",Komoka,ON,Automatic,"19,999"
28470101,2014 Toyota Corolla S,2014,"80,000",Toronto,ON,Automatic,"17,000"
27902307,2021 Toyota Corolla LE,2021,"56,345",Dartmouth,NS,Automatic,"25,495"
28436860,2006 Toyota Corolla,2006,"70,000",Ridgeway,ON,Automatic,"6,300"
28348582,2020 Toyota Corolla | FWD | One Owner | No Accidents | Apple Carplay | Heated Front Seats | Remote Trunk Release |,2020,"88,733",Abbotsford,BC,Automatic,"25,995"
