vip,title,year,kms,city,province,transmission,price
28458683,2017 Toyota Corolla LE /FWD/HEATED SEATS/BACKUP CAM/CARFAX VERIFIED,2017,42800.0,Toronto,ON,Automatic,20688.0
28362875,"2019 Toyota Corolla REARVIEW CAMERA, BLUETOOTH, LANE DEPARTURE WARNING",2019,93596.0,Toronto,ON,Automatic,24999.0
28716990,"2012 Toyota Corolla AUTOMATIC SEDAN WITH LOW MILEAGE, A/C, KEYLESS ENTRY & MORE!",2012,165034.0,Bridgewater,NS,Automatic,6990.0
28719611,2013 Toyota Corolla LE,2013,1.0,Montreal,QC,Automatic,6900.0
28721623,2013 Toyota Corolla CE,2013,275000.0,Oshawa,ON,Automatic,8500.0
28718201,2013 Toyota Corolla,2013,153000.0,Winnipeg,MB,Automatic,12000.0
28669732,2015 Toyota Corolla S,2015,137148.0,Boucherville,QC,Automatic,15990.0
28721125,2015 Toyota Corolla S,2015,158000.0,Brampton,ON,Automatic,15000.0
28704025,2015 Toyota Corolla CE,2015,75000.0,Canmore,AB,,14995.0
28714212,2008 Toyota Corolla,2008,290000.0,Edmonton,AB,Automatic,3500.0
28670015,2019 Toyota Corolla CE,2019,35001.0,Pointe-Claire,QC,Manual,21888.0
28408777,2019 Toyota Corolla XSE | NAV | LEATHER | HEATED STEERING | APP CONNECT,2019,62266.0,Kitchener,ON,Automatic,26962.0
28719497,2011 Toyota Corolla S,2011,106000.0,Calgary,AB,,15000.0
28714194,2008 Toyota Corolla,2008,299000.0,Edmonton,AB,Automatic,3500.0
28719688,2015 Toyota Corolla S,2015,215000.0,Toronto,SK,Automatic,13750.0
28720753,2011 Toyota Corolla,2011,164000.0,North River,PE,Automatic,8000.0
28108946,2015 Toyota Corolla LE berline 4 portes CVT,2015,169285.0,Sherbrooke,QC,CVT,14888.0
28720325,2019 Toyota Corolla S,2019,43000.0,Calgary,AB,Automatic,24000.0
28711627,2001 Toyota Corolla LE,2001,302558.0,Brampton,ON,Automatic,1600.0
28718051,2020 Toyota Corolla LE,2020,125000.0,Ottawa,ON,Automatic,20500.0
27106125,2020 Toyota Corolla LE,2020,9300.0,Pointe-Claire,QC,Automatic,26484.0
28467683,2018 Toyota Corolla CE | CAMERA | XENON | AUTO LIGHTS,2018,75195.0,Kitchener,ON,Automatic,22993.0
28393726,2009 Toyota Corolla CE,2009,169000.0,Dartmouth,NS,Automatic,7500.0
28722004,2015 Toyota Corolla LE,2015,213500.0,-,ON,Automatic,10500.0
28585406,2017 Toyota Corolla SE FWD | Bluetooth | Heated Seats | Backup Camera | Safety Package,2017,102521.0,Kelowna,BC,,22995.0
28710953,2003 Toyota Corolla CE----AUTO+A/C,2003,198000.0,Montreal,QC,Automatic,3990.0
28653463,2016 Toyota Corolla LE ** JAMAIS ACCIDENTÉ **,2016,147000.0,Saint-Hubert,QC,Automatic,14295.0
28718924,2014 Toyota Corolla Sports,2014,138500.0,-,ON,,18500.0
28720569,2018 Toyota Corolla,2018,0.0,-,ON,,28000.0
28721130,1998 Toyota Corolla,1998,300000.0,-,ON,,2500.0
27716186,2022 Toyota Corolla SE - HATCHBACK - SIEGES CHAUFFANTS - BLUETOOTH,2022,30967.0,Québec City,QC,Automatic,27984.0
28119936,2017 Toyota Corolla SE,2017,113367.0,Grande Prairie,AB,Manual,21587.0
28719013,2014 Toyota Corolla,2014,86000.0,-,NS,Manual,14000.0
28186895,2015 Toyota Corolla L,2015,117703.0,Lethbridge,AB,Automatic,15500.0
28602079,2019 Toyota Corolla SE,2019,50500.0,Calgary,AB,Automatic,26900.0
28216103,2022 Toyota Corolla LE,2022,10719.0,Fredericton,NB,Automatic,37927.0
27513904,2019 Toyota Corolla Other,2019,126486.0,Mount Pearl,NL,Automatic,20900.0
28653407,2018 Toyota Corolla 4-DOOR SEDAN SE CVTI-S,2018,82000.0,Edmonton,AB,CVT,22900.0
28180808,2016 Toyota Corolla LE+ AUT0 A/C P/SUNROOF CRUSIE H/SEATS CAMERA,2016,126638.0,Toronto,ON,Automatic,16990.0
28714630,2003 Toyota Corolla S,2003,295000.0,Acheson,AB,Manual,4800.0
26873954,2020 Toyota Corolla LE,2020,35300.0,Orangeville,ON,Automatic,26995.0
28519918,2022 Toyota Corolla LE CVT,2022,12567.0,Winnipeg,MB,CVT,29779.0
28694641,2003 Toyota Corolla CE,2003,172000.0,Montréal,QC,Automatic,2990.0
28628054,2016 Toyota Corolla S,2016,127191.0,Edmonton,AB,Automatic,15750.0
28707467,2013 Toyota Corolla LE,2013,260000.0,Oxford,NS,Automatic,4000.0
28657039,2011 Toyota Corolla CE | 5-Spd | A/C | Keyless | CD | AM/FM,2011,86526.0,Truro,NS,Manual,11987.0
28720714,2010 Toyota Corolla CE AUTO AC,2010,139109.0,Lachine,QC,Automatic,9293.0
28721835,2008 Toyota Corolla ONLY 16154 KMS WOW- LIKE NEW- GRANDMA'S CAR,2008,16154.0,Burlington,ON,Automatic,13995.0
28718084,2016 Toyota Corolla LE Upgrade Package,2016,136523.0,Kingston,ON,Automatic,18695.0
28714326,2013 Toyota Corolla LE Toit Ouvrant Cruise Control A/C 120546KM!,2013,120546.0,Repentigny,QC,Automatic,12990.0
28691814,2010 Toyota Corolla CE,2010,166000.0,Markham,ON,Automatic,8700.0
28716667,"2011 Toyota Corolla Berline 4 portes, boîte manuelle, CE",2011,70168.0,Saint-Jean-sur-Richelieu,QC,Manual,8993.0
28160816,2009 Toyota Corolla 4dr Sdn Auto S,2009,170000.0,Brantford,ON,Automatic,9799.0
28720019,2010 Toyota Corolla Toyota Corolla 2010,2010,237996.0,Charlemagne,QC,,5988.0
28219519,2016 Toyota Corolla LE,2016,140053.0,Ottawa,ON,Automatic,14582.0
28715979,2020 Toyota Corolla LE | Highway KM | EVERYONE APPROVED!!,2020,182010.0,Calgary,AB,Automatic,20997.0
28714524,2016 Toyota Corolla LE / UPGRADE PKG / SUNROOF / REVERSE CAM,2016,104564.0,Cambridge,ON,Automatic,18995.0
28571211,2018 Toyota Corolla SE,2018,71500.0,Oshawa,ON,Automatic,19490.0
28461250,2016 Toyota Corolla LE * CAMÉRA * BLUETOOTH * RÉGULATEUR DE VITESSE,2016,53383.0,Verdun,QC,Automatic,19579.0
28715960,2013 Toyota Corolla CE,2013,211500.0,OAKVILLE,ON,Automatic,8999.0
28632182,2003 Toyota Corolla Lt,2003,299000.0,Calgary,AB,Automatic,3000.0
28713473,"2020 Toyota Corolla LE MODEL , HEATED SEATS , LANE DEPARTURE WARNING , LANE KEEP ASSIST !!!",2020,149857.0,SCARBOROUGH,ON,Automatic,21988.0
28716785,2019 Toyota Corolla CE,2019,52078.0,Calgary,AB,Manual,20910.0
28717658,2021 Toyota Corolla NIGHTSHADE *Heated Steering & Seats | Sirius XM | Leather*,2021,9521.0,Winnipeg,MB,Manual,31990.0
28720524,2020 Toyota Corolla HATCHBACK,2020,209000.0,Georgetown,ON,Automatic,16000.0
28455161,2014 Toyota Corolla LE,2014,152200.0,Etobicoke,ON,Automatic,13990.0
28407747,2018 Toyota Corolla LE,2018,83535.0,Markham,ON,Automatic,21588.0
28288435,2020 Toyota Corolla LE | ACC | LaneKeep | Safety Sense | CarPlay,2020,73000.0,Toronto,ON,Automatic,24850.0
28412076,2014 Toyota Corolla LE Eco with Back-up-Camera / Heated Seats / Sunroof / Alloy Wheels...!!!,2014,90000.0,Oak Bluff,MB,,17499.0
28584631,"2022 Toyota Corolla LE AUTOMATIQUE 4 PORTES 1.8 LITRES, RUN AND DRIVE",2022,7097.0,Notre-Dame-des-Pins,QC,Automatic,17995.0
28711351,2015 Toyota Corolla,2015,97500.0,Toronto,ON,Automatic,19500.0
28249905,2016 Toyota Corolla S,2016,143065.0,Chatham,ON,Manual,12998.0
28701858,2012 Toyota Corolla CE---Auto+A/C,2012,207000.0,Montreal,QC,Automatic,7700.0
28441825,2013 Toyota Corolla S 5-Speed Automatic,2013,124999.0,Mississauga,ON,Automatic,11999.0
28032907,2006 Toyota Corolla LE,2006,134235.0,Scarborough,ON,Automatic,8500.0
28688863,"2019 Toyota Corolla SE MODEL, SUNROOF, HEATED SEATS, LANE DEPARTURE WA",2019,112809.0,Toronto,ON,Automatic,22999.0
28420605,2018 Toyota Corolla LE+ AUT0 A/C CRUISE A/CARPLAY H/SEATS CAMERA,2018,137698.0,Toronto,ON,Automatic,19500.0
28310372,2015 Toyota Corolla,2015,164901.0,Hamilton,ON,Manual,12777.0
28633466,2009 Toyota Corolla,2009,225000.0,-,ON,,4000.0
28696774,2016 Toyota Corolla,2016,600000.0,-,ON,,7000.0
